date,time,site,ipa,station,observer,tide,water_level,secchi_m,depth_m,species,tax_group,org_type,length_mm,fish_notes,transect_notes
2019-05-30T00:00:00Z,1899-12-30T09:39:00Z,EDG,Natural,0,NA,Ebb,2.2,NA,4,Helmet Crab,Decapod,Benthic Invertebrate,41,NA,
2018-06-12T00:00:00Z,1899-12-30T15:55:00Z,TUR,Armored,1,TBF,Flood,NA,NA,5.114754098360656,Tom Cod,Gadidae,Fish,41,NA,
2018-06-12T00:00:00Z,1899-12-30T15:55:00Z,TUR,Armored,1,TBF,Flood,NA,NA,5.114754098360656,Tom Cod,Gadidae,Fish,41,NA,
2018-06-12T00:00:00Z,1899-12-30T16:28:00Z,TUR,Armored,0,TBF,Flood,NA,NA,5.114754098360656,Tom Cod,Gadidae,Fish,41,NA,
2018-06-12T00:00:00Z,1899-12-30T16:28:00Z,TUR,Armored,0,TBF,Flood,NA,NA,5.114754098360656,Tom Cod,Gadidae,Fish,41,NA,
2018-09-12T00:00:00Z,1899-12-30T11:28:00Z,COR,Restored,1,"TBF, MS",NA,NA,NA,NA,Buffalo Sculpin,Cottidae,Fish,41,NA,
2019-04-29T00:00:00Z,1899-12-30T10:00:00Z,COR,Restored,1,NA,Flood,4.3,NA,9,Chum,Salmon,Fish,41,NA,
2019-04-29T00:00:00Z,1899-12-30T10:57:00Z,COR,Natural,0,NA,Flood,4.7,NA,6.5,Chum,Salmon,Fish,41,NA,
2019-05-22T00:00:00Z,1899-12-30T16:24:00Z,FAM,Natural,0,NA,Flood,0.5,NA,17.5,Herring,Forage Fish,Fish,41,NA,
2019-05-22T00:00:00Z,1899-12-30T16:24:00Z,FAM,Natural,0,NA,Flood,0.5,NA,17.5,Herring,Forage Fish,Fish,41,NA,
2019-05-22T00:00:00Z,1899-12-30T16:24:00Z,FAM,Natural,0,NA,Flood,0.5,NA,17.5,Herring,Forage Fish,Fish,41,NA,
2019-06-19T00:00:00Z,1899-12-30T09:08:00Z,TUR,Armored,1,NA,Ebb,1.9,NA,17,Tom Cod,Gadidae,Fish,41,NA,
2019-07-16T00:00:00Z,1899-12-30T13:57:00Z,COR,Natural,0,NA,Flood,0.7,NA,4,Shiner Perch,Perch,Fish,41,NA,
2019-07-16T00:00:00Z,1899-12-30T12:37:00Z,COR,Restored,1,NA,Flood,-1.5,NA,5,Shiner Perch,Perch,Fish,41,NA,
2019-07-16T00:00:00Z,1899-12-30T12:57:00Z,COR,Restored,0,NA,Flood,-1.1,NA,4,Shiner Perch,Perch,Fish,41,NA,
2019-09-05T00:00:00Z,1899-12-30T11:13:00Z,FAM,Natural,2,NA,NA,NA,NA,35,Stickleback,Stichaeid,Fish,41,NA,
2019-09-05T00:00:00Z,1899-12-30T13:21:00Z,FAM,Armored,2,NA,NA,NA,NA,22.3,Stickleback,Stichaeid,Fish,41,NA,
2018-06-14T00:00:00Z,1899-12-30T12:10:00Z,EDG,Restored,0,GS,Flood,NA,NA,1.180327868852459,Dungeness Crab,Decapod,Benthic invertebrate,40,M,
2018-07-16T00:00:00Z,1899-12-30T11:17:00Z,SHR,Restored,0,PC EC,NA,NA,NA,NA,Graceful Crab,Decapod,Benthic invertebrate,40,Female,
2018-07-16T00:00:00Z,1899-12-30T11:17:00Z,SHR,Restored,0,PC EC,NA,NA,NA,NA,Pandalid,Decapod,Benthic invertebrate,40,NA,
2018-07-16T00:00:00Z,1899-12-30T11:17:00Z,SHR,Restored,0,PC EC,NA,NA,NA,NA,Pandalid,Decapod,Benthic invertebrate,40,NA,
2018-07-16T00:00:00Z,1899-12-30T11:17:00Z,SHR,Restored,0,PC EC,NA,NA,NA,NA,Pandalid,Decapod,Benthic invertebrate,40,NA,
2018-08-23T00:00:00Z,1899-12-30T10:42:00Z,TUR,Armored,1,"GS, GL",NA,NA,NA,NA,Kelp Crab,Decapod,Benthic invertebrate,40,Male,
2019-04-29T00:00:00Z,1899-12-30T10:17:00Z,COR,Restored,0,NA,Flood,4.4,NA,4,Pandalid,Decapod,Benthic Invertebrate,40,NA,
2019-04-29T00:00:00Z,1899-12-30T10:17:00Z,COR,Restored,0,NA,Flood,4.4,NA,4,Pandalid,Decapod,Benthic Invertebrate,40,NA,
2019-04-29T00:00:00Z,1899-12-30T10:17:00Z,COR,Restored,0,NA,Flood,4.4,NA,4,Pandalid,Decapod,Benthic Invertebrate,40,NA,
2019-04-29T00:00:00Z,1899-12-30T11:35:00Z,COR,Armored,1,NA,Flood,5,NA,17,Idotea,Isopod,Benthic Invertebrate,40,NA,
2019-04-30T00:00:00Z,1899-12-30T14:01:00Z,TUR,Restored,0,NA,Flood,4.6,NA,6,UnID Shrimp,Decapod,Benthic Invertebrate,40,NA,
2019-05-20T00:00:00Z,1899-12-30T11:32:00Z,SHR,Natural,0,NA,Ebb,-1.5,6.5,5,Helmet Crab,Decapod,Benthic Invertebrate,40,NA,
2019-05-21T00:00:00Z,1899-12-30T11:42:00Z,COR,Restored,1,NA,Ebb,1.3,NA,4,UnID Shrimp,Decapod,Benthic Invertebrate,40,NA,
2019-05-21T00:00:00Z,1899-12-30T12:00:00Z,COR,Restored,0,NA,Ebb,-0.3,NA,4,Kelp Crab,Decapod,Benthic Invertebrate,40,NA,
2019-06-18T00:00:00Z,1899-12-30T14:00:00Z,FAM,Armored,0,NA,Flood,-1,NA,8,Graceful Crab,Decapod,Benthic Invertebrate,40,NA,
2018-06-12T00:00:00Z,1899-12-30T15:55:00Z,TUR,Armored,1,TBF,Flood,NA,NA,5.114754098360656,Tom Cod,Gadidae,Fish,40,NA,
2018-06-12T00:00:00Z,1899-12-30T15:55:00Z,TUR,Armored,1,TBF,Flood,NA,NA,5.114754098360656,Tom Cod,Gadidae,Fish,40,NA,
2018-06-12T00:00:00Z,1899-12-30T15:55:00Z,TUR,Armored,1,TBF,Flood,NA,NA,5.114754098360656,Tom Cod,Gadidae,Fish,40,NA,
2018-06-12T00:00:00Z,1899-12-30T15:55:00Z,TUR,Armored,1,TBF,Flood,NA,NA,5.114754098360656,Tom Cod,Gadidae,Fish,40,NA,
2018-06-12T00:00:00Z,1899-12-30T16:28:00Z,TUR,Armored,0,TBF,Flood,NA,NA,5.114754098360656,Tom Cod,Gadidae,Fish,40,NA,
2018-08-29T00:00:00Z,1899-12-30T11:36:00Z,COR,Armored,0,"JS, GS",NA,NA,NA,NA,Buffalo Sculpin,Cottidae,Fish,40,NA,
2018-08-29T00:00:00Z,1899-12-30T11:36:00Z,COR,Armored,0,"JS, GS",NA,NA,NA,NA,Buffalo Sculpin,Cottidae,Fish,40,NA,
2019-04-24T00:00:00Z,1899-12-30T14:35:00Z,EDG,Natural,0,NA,Ebb,1.3,NA,7,Sand Lance,Forage Fish,Fish,40,NA,
2019-04-29T00:00:00Z,1899-12-30T10:00:00Z,COR,Restored,1,NA,Flood,4.3,NA,9,Chum,Salmon,Fish,40,NA,
2019-04-29T00:00:00Z,1899-12-30T10:00:00Z,COR,Restored,1,NA,Flood,4.3,NA,9,Chum,Salmon,Fish,40,NA,
2019-04-29T00:00:00Z,1899-12-30T10:00:00Z,COR,Restored,1,NA,Flood,4.3,NA,9,Chum,Salmon,Fish,40,NA,
2019-04-29T00:00:00Z,1899-12-30T10:17:00Z,COR,Restored,0,NA,Flood,4.4,NA,4,Chum,Salmon,Fish,40,NA,
2019-04-29T00:00:00Z,1899-12-30T10:17:00Z,COR,Restored,0,NA,Flood,4.4,NA,4,Chum,Salmon,Fish,40,NA,
2019-04-29T00:00:00Z,1899-12-30T11:35:00Z,COR,Armored,1,NA,Flood,5,NA,17,Chum,Salmon,Fish,40,NA,
2019-05-21T00:00:00Z,1899-12-30T12:00:00Z,COR,Restored,0,NA,Ebb,-0.3,NA,4,UnID Shrimp,Decapod,Benthic Invertebrate,40,NA,
2019-05-22T00:00:00Z,1899-12-30T16:24:00Z,FAM,Natural,0,NA,Flood,0.5,NA,17.5,Herring,Forage Fish,Fish,40,NA,
2019-06-18T00:00:00Z,1899-12-30T10:24:00Z,COR,Restored,0,NA,Ebb,0.2,NA,4,Shiner Perch,Perch,Fish,40,NA,
2019-06-18T00:00:00Z,1899-12-30T10:24:00Z,COR,Restored,0,NA,Ebb,0.2,NA,4,Shiner Perch,Perch,Fish,40,NA,
2019-06-19T00:00:00Z,1899-12-30T09:08:00Z,TUR,Armored,1,NA,Ebb,1.9,NA,17,Tom Cod,Gadidae,Fish,40,NA,
2019-06-19T00:00:00Z,1899-12-30T09:08:00Z,TUR,Armored,1,NA,Ebb,1.9,NA,17,Tom Cod,Gadidae,Fish,40,NA,
2019-06-19T00:00:00Z,1899-12-30T09:08:00Z,TUR,Armored,1,NA,Ebb,1.9,NA,17,Tom Cod,Gadidae,Fish,40,NA,
2019-06-19T00:00:00Z,1899-12-30T09:19:00Z,TUR,Armored,0,NA,Ebb,1.2,NA,9.8,Tom Cod,Gadidae,Fish,40,NA,
2019-06-19T00:00:00Z,1899-12-30T09:19:00Z,TUR,Armored,0,NA,Ebb,1.2,NA,9.8,Tom Cod,Gadidae,Fish,40,NA,
2019-06-19T00:00:00Z,1899-12-30T09:19:00Z,TUR,Armored,0,NA,Ebb,1.2,NA,9.8,Tom Cod,Gadidae,Fish,40,NA,
2019-06-20T00:00:00Z,1899-12-30T12:13:00Z,DOK,Armored,0,NA,Ebb,-0.5,NA,8.4,Shiner Perch,Perch,Fish,40,NA,
2019-07-15T00:00:00Z,1899-12-30T11:14:00Z,FAM,Restored,1,NA,Flood,-1.6,NA,16,Stickleback,Stichaeid,Fish,40,NA,
2019-07-16T00:00:00Z,1899-12-30T13:57:00Z,COR,Natural,0,NA,Flood,0.7,NA,4,Shiner Perch,Perch,Fish,40,NA,
2019-07-16T00:00:00Z,1899-12-30T13:57:00Z,COR,Natural,0,NA,Flood,0.7,NA,4,Shiner Perch,Perch,Fish,40,NA,
2019-07-16T00:00:00Z,1899-12-30T13:57:00Z,COR,Natural,0,NA,Flood,0.7,NA,4,Shiner Perch,Perch,Fish,40,NA,
2019-07-16T00:00:00Z,1899-12-30T13:57:00Z,COR,Natural,0,NA,Flood,0.7,NA,4,Shiner Perch,Perch,Fish,40,NA,
2019-07-16T00:00:00Z,1899-12-30T12:37:00Z,COR,Restored,1,NA,Flood,-1.5,NA,5,Shiner Perch,Perch,Fish,40,NA,
2019-07-16T00:00:00Z,1899-12-30T12:37:00Z,COR,Restored,1,NA,Flood,-1.5,NA,5,Shiner Perch,Perch,Fish,40,NA,
2019-07-16T00:00:00Z,1899-12-30T12:37:00Z,COR,Restored,1,NA,Flood,-1.5,NA,5,Shiner Perch,Perch,Fish,40,NA,
2019-07-16T00:00:00Z,1899-12-30T12:57:00Z,COR,Restored,0,NA,Flood,-1.1,NA,4,Shiner Perch,Perch,Fish,40,NA,
2019-08-20T00:00:00Z,1899-12-30T11:34:00Z,DOK,Armored,1,NA,NA,NA,NA,27,Stickleback,Stichaeid,Fish,40,NA,
2018-09-06T00:00:00Z,1899-12-30T09:25:00Z,DOK,Natural,0,"JS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,40,NA,
2018-07-16T00:00:00Z,1899-12-30T11:17:00Z,SHR,Restored,0,PC EC,NA,NA,NA,NA,Pandalid,Decapod,Benthic invertebrate,39,NA,
2018-08-23T00:00:00Z,1899-12-30T10:42:00Z,TUR,Armored,1,"GS, GL",NA,NA,NA,NA,Green Shrimp,Decapod,Benthic invertebrate,39,NA,
2019-04-29T00:00:00Z,1899-12-30T10:17:00Z,COR,Restored,0,NA,Flood,4.4,NA,4,Chum,Salmon,Fish,39,NA,
2019-04-29T00:00:00Z,1899-12-30T10:41:00Z,COR,Natural,2,NA,Flood,4.5,NA,25,Chum,Salmon,Fish,39,NA,
2019-05-22T00:00:00Z,1899-12-30T16:24:00Z,FAM,Natural,0,NA,Flood,0.5,NA,17.5,Herring,Forage Fish,Fish,39,NA,
2019-05-22T00:00:00Z,1899-12-30T16:24:00Z,FAM,Natural,0,NA,Flood,0.5,NA,17.5,Herring,Forage Fish,Fish,39,NA,
2019-07-16T00:00:00Z,1899-12-30T13:57:00Z,COR,Natural,0,NA,Flood,0.7,NA,4,Shiner Perch,Perch,Fish,39,NA,
2019-07-16T00:00:00Z,1899-12-30T13:57:00Z,COR,Natural,0,NA,Flood,0.7,NA,4,Shiner Perch,Perch,Fish,39,NA,
2019-07-16T00:00:00Z,1899-12-30T12:37:00Z,COR,Restored,1,NA,Flood,-1.5,NA,5,Shiner Perch,Perch,Fish,39,NA,
2019-07-16T00:00:00Z,1899-12-30T12:37:00Z,COR,Restored,1,NA,Flood,-1.5,NA,5,Shiner Perch,Perch,Fish,39,NA,
2019-07-16T00:00:00Z,1899-12-30T12:57:00Z,COR,Restored,0,NA,Flood,-1.1,NA,4,Shiner Perch,Perch,Fish,39,NA,
2019-09-05T00:00:00Z,1899-12-30T11:13:00Z,FAM,Natural,2,NA,NA,NA,NA,35,Stickleback,Stichaeid,Fish,39,NA,
2019-04-29T00:00:00Z,1899-12-30T10:17:00Z,COR,Restored,0,NA,Flood,4.4,NA,4,Pandalid,Decapod,Benthic Invertebrate,38,NA,
2019-05-22T00:00:00Z,1899-12-30T10:15:00Z,TUR,Restored,0,NA,Ebb,1.9,NA,2.5,Kelp Crab,Decapod,Benthic Invertebrate,38,male,
2018-06-12T00:00:00Z,1899-12-30T17:32:00Z,TUR,Restored,0,KF,Flood,NA,NA,3.540983606557377,Tom Cod,Gadidae,Fish,38,NA,
2019-04-29T00:00:00Z,1899-12-30T10:41:00Z,COR,Natural,2,NA,Flood,4.5,NA,25,Chum,Salmon,Fish,38,NA,
2019-05-21T00:00:00Z,1899-12-30T12:00:00Z,COR,Restored,0,NA,Ebb,-0.3,NA,4,UnID Shrimp,Decapod,Benthic Invertebrate,38,NA,
2019-05-22T00:00:00Z,1899-12-30T16:24:00Z,FAM,Natural,0,NA,Flood,0.5,NA,17.5,Herring,Forage Fish,Fish,38,NA,
2019-05-22T00:00:00Z,1899-12-30T16:24:00Z,FAM,Natural,0,NA,Flood,0.5,NA,17.5,Herring,Forage Fish,Fish,38,NA,
2019-05-22T00:00:00Z,1899-12-30T15:00:00Z,FAM,Armored,2,NA,Flood,-0.9,NA,33.5,UnID Larval Fish,UnID Fish,Fish,38,NA,
2019-06-19T00:00:00Z,1899-12-30T09:08:00Z,TUR,Armored,1,NA,Ebb,1.9,NA,17,Tom Cod,Gadidae,Fish,38,NA,
2019-06-19T00:00:00Z,1899-12-30T09:19:00Z,TUR,Armored,0,NA,Ebb,1.2,NA,9.8,Tom Cod,Gadidae,Fish,38,NA,
2019-06-19T00:00:00Z,1899-12-30T09:19:00Z,TUR,Armored,0,NA,Ebb,1.2,NA,9.79999999999998,Kelp Greenling,Hexagrammidae,Fish,38,NA,
2019-07-15T00:00:00Z,1899-12-30T10:35:00Z,FAM,Natural,1,NA,Low,-1.6,NA,12,UnID Rockfish,Rockfish,Fish,38,NA,
2019-07-16T00:00:00Z,1899-12-30T13:57:00Z,COR,Natural,0,NA,Flood,0.7,NA,4,Shiner Perch,Perch,Fish,38,NA,
2019-07-16T00:00:00Z,1899-12-30T12:37:00Z,COR,Restored,1,NA,Flood,-1.5,NA,5,Shiner Perch,Perch,Fish,38,NA,
2019-07-16T00:00:00Z,1899-12-30T12:37:00Z,COR,Restored,1,NA,Flood,-1.5,NA,5,Shiner Perch,Perch,Fish,38,NA,
2019-09-13T00:00:00Z,1899-12-30T13:13:00Z,EDG,Natural,0,NA,NA,NA,NA,6,Stickleback,Stichaeid,Fish,38,NA,
2018-08-23T00:00:00Z,1899-12-30T10:42:00Z,TUR,Armored,1,"GS, GL",NA,NA,NA,NA,Striped Shrimp,Decapod,Benthic invertebrate,37,NA,
2019-04-29T00:00:00Z,1899-12-30T10:00:00Z,COR,Restored,1,NA,Flood,4.3,NA,9,Chum,Salmon,Fish,37,NA,
2019-05-22T00:00:00Z,1899-12-30T16:24:00Z,FAM,Natural,0,NA,Flood,0.5,NA,17.5,Herring,Forage Fish,Fish,37,NA,
2019-07-16T00:00:00Z,1899-12-30T13:57:00Z,COR,Natural,0,NA,Flood,0.7,NA,4,Shiner Perch,Perch,Fish,37,NA,
2019-07-16T00:00:00Z,1899-12-30T13:57:00Z,COR,Natural,0,NA,Flood,0.7,NA,4,Shiner Perch,Perch,Fish,37,NA,
2019-07-16T00:00:00Z,1899-12-30T13:57:00Z,COR,Natural,0,NA,Flood,0.7,NA,4,Shiner Perch,Perch,Fish,37,NA,
2018-06-12T00:00:00Z,1899-12-30T15:55:00Z,TUR,Armored,1,TBF,Flood,NA,NA,5.114754098360656,Helmet Crab,Decapod,Benthic invertebrate,36,NA,
2018-06-14T00:00:00Z,1899-12-30T10:43:00Z,EDG,Natural,0,GS,Flood,NA,NA,1.5,Dungeness Crab,Decapod,Benthic invertebrate,36,F,
2019-04-29T00:00:00Z,1899-12-30T10:17:00Z,COR,Restored,0,NA,Flood,4.4,NA,4,Pandalid,Decapod,Benthic Invertebrate,36,NA,
2018-08-29T00:00:00Z,1899-12-30T11:36:00Z,COR,Armored,0,"JS, GS",NA,NA,NA,NA,Buffalo Sculpin,Cottidae,Fish,36,NA,
2018-09-06T00:00:00Z,1899-12-30T14:15:00Z,SHR,Armored,1,"JS, GS",NA,NA,NA,NA,Stickleback,Stichaeid,Fish,36,NA,
2019-06-18T00:00:00Z,1899-12-30T15:00:00Z,FAM,Natural,0,NA,Flood,0.8,NA,12,Surf Smelt,Forage Fish,Fish,36,NA,
2019-07-16T00:00:00Z,1899-12-30T13:57:00Z,COR,Natural,0,NA,Flood,0.7,NA,4,Shiner Perch,Perch,Fish,36,NA,
2019-07-16T00:00:00Z,1899-12-30T12:37:00Z,COR,Restored,1,NA,Flood,-1.5,NA,5,Shiner Perch,Perch,Fish,36,NA,
2019-07-16T00:00:00Z,1899-12-30T12:37:00Z,COR,Restored,1,NA,Flood,-1.5,NA,5,Shiner Perch,Perch,Fish,36,NA,
2019-07-16T00:00:00Z,1899-12-30T12:57:00Z,COR,Restored,0,NA,Flood,-1.1,NA,4,Buffalo Sculpin,Cottidae,Fish,36,NA,
2019-08-20T00:00:00Z,1899-12-30T11:34:00Z,DOK,Armored,1,NA,NA,NA,NA,27,Stickleback,Stichaeid,Fish,36,NA,
2019-08-20T00:00:00Z,1899-12-30T11:34:00Z,DOK,Armored,1,NA,NA,NA,NA,27,Stickleback,Stichaeid,Fish,36,NA,
2018-06-19T00:00:00Z,1899-12-30T11:15:00Z,DOK,Natural,2,TBF,Ebb,NA,NA,8.360655737704919,Ctenophore,Jellyfish,Pelagic invertebrate,36,M,
2018-07-16T00:00:00Z,1899-12-30T11:17:00Z,SHR,Restored,0,PC EC,NA,NA,NA,NA,Graceful Crab,Decapod,Benthic invertebrate,35,Female,
2018-08-23T00:00:00Z,1899-12-30T10:42:00Z,TUR,Armored,1,"GS, GL",NA,NA,NA,NA,Green Shrimp,Decapod,Benthic invertebrate,35,NA,
2018-09-12T00:00:00Z,1899-12-30T09:25:00Z,TUR,Armored,0,"JS, GS",NA,NA,NA,NA,UnID Shrimp,Decapod,Benthic invertebrate,35,NA,
2019-04-29T00:00:00Z,1899-12-30T10:17:00Z,COR,Restored,0,NA,Flood,4.4,NA,4,Pandalid,Decapod,Benthic Invertebrate,35,NA,
2019-04-29T00:00:00Z,1899-12-30T10:17:00Z,COR,Restored,0,NA,Flood,4.4,NA,4,Pandalid,Decapod,Benthic Invertebrate,35,NA,
2019-04-29T00:00:00Z,1899-12-30T11:45:00Z,COR,Armored,0,NA,Flood,5.2,NA,6,UnID Shrimp,Decapod,Benthic Invertebrate,35,NA,
2019-04-29T00:00:00Z,1899-12-30T11:45:00Z,COR,Armored,0,NA,Flood,5.2,NA,6,UnID Shrimp,Decapod,Benthic Invertebrate,35,NA,
2019-05-30T00:00:00Z,1899-12-30T09:39:00Z,EDG,Natural,0,NA,Ebb,2.2,NA,4,Helmet Crab,Decapod,Benthic Invertebrate,35,NA,
2019-05-30T00:00:00Z,1899-12-30T09:39:00Z,EDG,Natural,0,NA,Ebb,2.2,NA,4,Helmet Crab,Decapod,Benthic Invertebrate,35,NA,
2018-06-12T00:00:00Z,1899-12-30T17:05:00Z,TUR,Restored,2,KF,Flood,NA,NA,23.901639344262293,Poacher,Poacher,Fish,35,NA,
2018-07-12T00:00:00Z,1899-12-30T16:30:00Z,COR,Restored,0,TBF,NA,NA,NA,NA,Shiner Perch,Perch,Fish,35,NA,
2018-08-29T00:00:00Z,1899-12-30T11:36:00Z,COR,Armored,0,"JS, GS",NA,NA,NA,NA,Buffalo Sculpin,Cottidae,Fish,35,NA,
2018-09-06T00:00:00Z,1899-12-30T14:15:00Z,SHR,Armored,1,"JS, GS",NA,NA,NA,NA,Stickleback,Stichaeid,Fish,35,NA,
2019-05-22T00:00:00Z,1899-12-30T16:24:00Z,FAM,Natural,0,NA,Flood,0.5,NA,17.5,Herring,Forage Fish,Fish,35,NA,
2019-05-22T00:00:00Z,1899-12-30T16:24:00Z,FAM,Natural,0,NA,Flood,0.5,NA,17.5,Herring,Forage Fish,Fish,35,NA,
2019-05-22T00:00:00Z,1899-12-30T15:00:00Z,FAM,Armored,2,NA,Flood,-0.9,NA,33.5,UnID Larval Fish,UnID Fish,Fish,35,NA,
2019-05-22T00:00:00Z,1899-12-30T15:00:00Z,FAM,Armored,2,NA,Flood,-0.9,NA,33.5,UnID Larval Fish,UnID Fish,Fish,35,NA,
2019-06-19T00:00:00Z,1899-12-30T09:08:00Z,TUR,Armored,1,NA,Ebb,1.9,NA,17,Tom Cod,Gadidae,Fish,35,NA,
2019-06-19T00:00:00Z,1899-12-30T09:45:00Z,TUR,Natural,0,NA,Ebb,0.6,NA,6,Silver Spotted Sculpin,Cottidae,Fish,35,NA,
2019-07-16T00:00:00Z,1899-12-30T13:57:00Z,COR,Natural,0,NA,Flood,0.7,NA,4,Shiner Perch,Perch,Fish,35,NA,
2019-07-16T00:00:00Z,1899-12-30T13:57:00Z,COR,Natural,0,NA,Flood,0.7,NA,4,Shiner Perch,Perch,Fish,35,NA,
2019-07-16T00:00:00Z,1899-12-30T12:37:00Z,COR,Restored,1,NA,Flood,-1.5,NA,5,Shiner Perch,Perch,Fish,35,NA,
2019-07-16T00:00:00Z,1899-12-30T12:37:00Z,COR,Restored,1,NA,Flood,-1.5,NA,5,Shiner Perch,Perch,Fish,35,NA,
2019-07-16T00:00:00Z,1899-12-30T12:37:00Z,COR,Restored,1,NA,Flood,-1.5,NA,5,Shiner Perch,Perch,Fish,35,NA,
2019-07-16T00:00:00Z,1899-12-30T12:57:00Z,COR,Restored,0,NA,Flood,-1.1,NA,4,Buffalo Sculpin,Cottidae,Fish,35,NA,
2019-07-16T00:00:00Z,1899-12-30T12:57:00Z,COR,Restored,0,NA,Flood,-1.1,NA,4,Buffalo Sculpin,Cottidae,Fish,35,NA,
2019-08-20T00:00:00Z,1899-12-30T11:34:00Z,DOK,Armored,1,NA,NA,NA,NA,27,Stickleback,Stichaeid,Fish,35,NA,
2019-08-20T00:00:00Z,1899-12-30T11:34:00Z,DOK,Armored,1,NA,NA,NA,NA,27,Stickleback,Stichaeid,Fish,35,NA,
2019-08-20T00:00:00Z,1899-12-30T11:34:00Z,DOK,Armored,1,NA,NA,NA,NA,27,Stickleback,Stichaeid,Fish,35,NA,
2019-08-20T00:00:00Z,1899-12-30T11:34:00Z,DOK,Armored,1,NA,NA,NA,NA,27,Stickleback,Stichaeid,Fish,35,NA,
2019-09-05T00:00:00Z,1899-12-30T11:13:00Z,FAM,Natural,2,NA,NA,NA,NA,35,Stickleback,Stichaeid,Fish,35,NA,
2019-09-06T00:00:00Z,1899-12-30T08:28:00Z,COR,Natural,1,NA,NA,NA,NA,4.5,Irish Lord,Cottidae,Fish,35,NA,
2019-09-13T00:00:00Z,1899-12-30T12:40:00Z,EDG,Restored,0,NA,NA,NA,NA,5,Stickleback,Stichaeid,Fish,35,NA,
2018-08-23T00:00:00Z,1899-12-30T10:42:00Z,TUR,Armored,1,"GS, GL",NA,NA,NA,NA,Striped Shrimp,Decapod,Benthic invertebrate,34,NA,
2019-04-29T00:00:00Z,1899-12-30T10:17:00Z,COR,Restored,0,NA,Flood,4.4,NA,4,Pandalid,Decapod,Benthic Invertebrate,34,NA,
2019-04-30T00:00:00Z,1899-12-30T14:01:00Z,TUR,Restored,0,NA,Flood,4.6,NA,6,UnID Shrimp,Decapod,Benthic Invertebrate,34,NA,
2018-06-12T00:00:00Z,1899-12-30T15:55:00Z,TUR,Armored,1,TBF,Flood,NA,NA,5.114754098360656,Tom Cod,Gadidae,Fish,34,NA,
2019-05-22T00:00:00Z,1899-12-30T15:00:00Z,FAM,Armored,2,NA,Flood,-0.9,NA,33.5,UnID Larval Fish,UnID Fish,Fish,34,NA,
2019-05-22T00:00:00Z,1899-12-30T15:00:00Z,FAM,Armored,2,NA,Flood,-0.9,NA,33.5,UnID Larval Fish,UnID Fish,Fish,34,NA,
2019-07-16T00:00:00Z,1899-12-30T12:37:00Z,COR,Restored,1,NA,Flood,-1.5,NA,5,Shiner Perch,Perch,Fish,34,NA,
2019-07-16T00:00:00Z,1899-12-30T12:37:00Z,COR,Restored,1,NA,Flood,-1.5,NA,5,Shiner Perch,Perch,Fish,34,NA,
2019-08-20T00:00:00Z,1899-12-30T11:34:00Z,DOK,Armored,1,NA,NA,NA,NA,27,Stickleback,Stichaeid,Fish,34,NA,
2019-08-20T00:00:00Z,1899-12-30T11:34:00Z,DOK,Armored,1,NA,NA,NA,NA,27,Stickleback,Stichaeid,Fish,34,NA,
2019-09-13T00:00:00Z,1899-12-30T12:15:00Z,EDG,Armored,0,NA,NA,NA,NA,9,Stickleback,Stichaeid,Fish,34,NA,
2018-08-23T00:00:00Z,1899-12-30T10:42:00Z,TUR,Armored,1,"GS, GL",NA,NA,NA,NA,Green Shrimp,Decapod,Benthic invertebrate,33,NA,
2019-05-22T00:00:00Z,1899-12-30T15:00:00Z,FAM,Armored,2,NA,Flood,-0.9,NA,33.5,UnID Larval Fish,UnID Fish,Fish,33,NA,
2019-05-22T00:00:00Z,1899-12-30T15:00:00Z,FAM,Armored,2,NA,Flood,-0.9,NA,33.5,UnID Larval Fish,UnID Fish,Fish,33,NA,
2019-05-22T00:00:00Z,1899-12-30T15:00:00Z,FAM,Armored,2,NA,Flood,-0.9,NA,33.5,UnID Larval Fish,UnID Fish,Fish,33,NA,
2019-05-22T00:00:00Z,1899-12-30T15:00:00Z,FAM,Armored,2,NA,Flood,-0.9,NA,33.5,UnID Larval Fish,UnID Fish,Fish,33,NA,
2019-08-20T00:00:00Z,1899-12-30T11:05:00Z,DOK,Restored,2,NA,NA,NA,NA,28,Stickleback,Stichaeid,Fish,33,NA,
2019-08-20T00:00:00Z,1899-12-30T11:34:00Z,DOK,Armored,1,NA,NA,NA,NA,27,Stickleback,Stichaeid,Fish,33,NA,
2019-08-20T00:00:00Z,1899-12-30T11:34:00Z,DOK,Armored,1,NA,NA,NA,NA,27,Stickleback,Stichaeid,Fish,33,NA,
2019-08-20T00:00:00Z,1899-12-30T11:34:00Z,DOK,Armored,1,NA,NA,NA,NA,27,Stickleback,Stichaeid,Fish,33,NA,
2019-08-20T00:00:00Z,1899-12-30T11:43:00Z,DOK,Armored,0,NA,NA,NA,NA,22,Stickleback,Stichaeid,Fish,33,NA,
2018-07-16T00:00:00Z,1899-12-30T11:17:00Z,SHR,Restored,0,PC EC,NA,NA,NA,NA,Idotea,Decapod,Benthic invertebrate,32,NA,
2019-04-29T00:00:00Z,1899-12-30T10:41:00Z,COR,Natural,2,NA,Flood,4.5,NA,25,Chum,Salmon,Fish,32,NA,
